,name,link,salary_min,salary_max,currency_of_salary,site_name
1637,Junior QA (backend),https://hh.ru/vacancy/50857733?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1638,"NoSQL Reliability Engineer (MongoDB, Redis)",https://hh.ru/vacancy/48434135?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1639,Data scientist,https://hh.ru/vacancy/50439196?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1640,Back-end разработчик Web-приложений Python,https://hh.ru/vacancy/50931539?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1641,Инженер по тестированию в команду Discovery (Delivery Club),https://hh.ru/vacancy/50939756?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1642,Go-разработчик (команда IoT),https://hh.ru/vacancy/48429724?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1643,"Инженер по автоматизации тестирования Python, Личный кабинет продавца / Маркетплейс",https://hh.ru/vacancy/50868979?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1644,Senior QA Automation Engineer,https://hh.ru/vacancy/50878226?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1645,Senior Data Scientist,https://hh.ru/vacancy/51103479?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1646,Data Engineer,https://hh.ru/vacancy/49794977?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1647,Разработчик на С++ в группу разработки систем хранения геоданных,https://hh.ru/vacancy/48598823?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1648,Team Lead Python/Go,https://hh.ru/vacancy/49784615?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1649,Data Analyst (проект Homescapes),https://hh.ru/vacancy/50915239?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1650,Data Scientist / Machine Learning Engineer,https://hh.ru/vacancy/48484577?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1651,Middle/Senior Python Developer (Platform Virtualization),https://hh.ru/vacancy/50930369?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1652,Senior Data Scientist Стрим «Модели партнерств и платформы больших данных» (Big Data),https://hh.ru/vacancy/49766992?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1653,DWH Developer,https://hh.ru/vacancy/51041184?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,230000.0,315000.0,руб.,hh.ru
1654,Data Scientist,https://hh.ru/vacancy/50495615?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1655,Solidity developer,https://hh.ru/vacancy/50973286?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,6000.0,USD,hh.ru
1656,MLOps Data Engineer (Senior/Middle),https://hh.ru/vacancy/50930365?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1657,Программист-исследователь (проект Поиск),https://hh.ru/vacancy/46003931?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1658,Продуктовый аналитик,https://hh.ru/vacancy/50990994?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1659,Python Developer (New game product),https://hh.ru/vacancy/50914364?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1660,Python Backend Team Lead,https://hh.ru/vacancy/47250449?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1661,Senior Python Developer,https://hh.ru/vacancy/48360252?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1662,Sofware Development Engineer in Test / SDET (Python),https://hh.ru/vacancy/50887194?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1663,Data Scientist (DS SWAT),https://hh.ru/vacancy/51031457?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1664,Data Analyst,https://hh.ru/vacancy/47763003?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1665,Software Development Engineer in Test Python (Kaspersky Security для виртуальных сред Легкий агент),https://hh.ru/vacancy/51087761?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1666,Аналитик данных,https://hh.ru/vacancy/49586466?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1667,Data scientist,https://hh.ru/vacancy/50980009?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1668,Data Science,https://hh.ru/vacancy/50373299?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1669,Разработчик SQL / Программист SQL,https://hh.ru/vacancy/50681450?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1670,Middle/Senior Python-разработчик,https://hh.ru/vacancy/50803079?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1671,ML инженер,https://hh.ru/vacancy/49019379?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1672,Аналитик хранилищ данных (Команда геоплатформа),https://hh.ru/vacancy/51058374?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1673,Data Engineer (GreenPlum),https://hh.ru/vacancy/50977977?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1674,QA Automation Engineer (Python),https://hh.ru/vacancy/51011200?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1675,Senior Data Engineer/Data Engineer,https://hh.ru/vacancy/45600818?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1676,"Python Team Lead (в компанию резидент ""Сколково"")",https://hh.ru/vacancy/49690394?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1677,Инженер по автоматизированному тестированию,https://hh.ru/vacancy/47690329?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1678,Data Analyst,https://hh.ru/vacancy/49988005?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1679,Data Scientist / Sr. Data Scientist,https://hh.ru/vacancy/50074008?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1680,Инженер по тестированию / QA Engineer,https://hh.ru/vacancy/50273461?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1681,Инженер по автоматизированному тестированию (Middle QA automation engineer),https://hh.ru/vacancy/51084568?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1682,Deep learning/Machine learning Engineer,https://hh.ru/vacancy/44531061?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1683,Software Development Engineer in Test Python (Kaspersky Cloud Endpoint Detection and Response),https://hh.ru/vacancy/51088555?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1684,Разработчик C/C++,https://hh.ru/vacancy/40607497?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1685,Data Scientist в области рекомендательных систем,https://hh.ru/vacancy/47342740?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1686,Разработчик BI,https://hh.ru/vacancy/50938250?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1687,Middle Data Scientist в команду Data Science Блока «Сеть Продаж»,https://hh.ru/vacancy/48995398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1688,Data engineer (интеграция с источниками),https://hh.ru/vacancy/47279054?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1689,Старший продуктовый аналитик,https://hh.ru/vacancy/50990812?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1690,Senior Python developer (Big Data),https://hh.ru/vacancy/40289976?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1691,"Data Scientist (computer vision, социальная коммерция)",https://hh.ru/vacancy/51032717?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1692,Software Development Engineer in Test (SDET),https://hh.ru/vacancy/50677406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,350000.0,руб.,hh.ru
1693,Инженер по тестированию в команду Grocery (Delivery Club),https://hh.ru/vacancy/50940140?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1694,"Data Scientist (NLP, анализ коммуникаций)",https://hh.ru/vacancy/51023148?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1695,Junior Image Processing/Computer Vision Research Engineer,https://hh.ru/vacancy/50298796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1696,Разработчик ПО,https://hh.ru/vacancy/46648891?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,100000.0,,руб.,hh.ru
1697,Программист/Ведущий программист систем компьютерного зрения,https://hh.ru/vacancy/48143609?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1698,Инженер по автоматизации тестирования,https://hh.ru/vacancy/50930836?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1699,Инженер по автоматизации тестирования / Ozon Bank,https://hh.ru/vacancy/50918642?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1700,Программист embedded Linux,https://hh.ru/vacancy/51026129?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,150000.0,,руб.,hh.ru
1701,"Аналитик-эксперт Data Science, Ozon Express",https://hh.ru/vacancy/47717933?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1702,Senior (Python/Django) developer/architect в международную компанию,https://hh.ru/vacancy/50924530?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,300000.0,руб.,hh.ru
1703,Инженер по автоматизации интеграционного тестирования / QA automation (Python),https://hh.ru/vacancy/50774637?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1704,Backend developer (blockchain) - STASIS,https://hh.ru/vacancy/50217459?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,3000.0,4000.0,EUR,hh.ru
1705,Data Scientist,https://hh.ru/vacancy/48231453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1706,QA Engineer (Post-Trading),https://hh.ru/vacancy/50296769?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1707,Senior Product Analyst,https://hh.ru/vacancy/36176203?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1708,ML Research Engineer (MY.GAMES),https://hh.ru/vacancy/50855119?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1709,Разработчик тестового окружения,https://hh.ru/vacancy/50171463?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1710,QA Automation Engineer,https://hh.ru/vacancy/50864456?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1711,Python Developer (remotely),https://hh.ru/vacancy/50812132?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1712,BI/SQL-разработчик,https://hh.ru/vacancy/47992689?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,100000.0,,руб.,hh.ru
1713,Full-stack разработчик,https://hh.ru/vacancy/51154611?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1714,"Data Scientist (NLP), Социальная коммерция",https://hh.ru/vacancy/51042191?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1715,"Ведущий аналитик/Senior data Scientist/Data Analyst (Machine learning, ML, нейронные сети)",https://hh.ru/vacancy/50981618?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1716,Data engineer/Analyst DWH (Управление валидации),https://hh.ru/vacancy/51046013?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1717,"Senior Software Engineer in Test, iTero (Python)",https://hh.ru/vacancy/50344068?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1718,Middle Data Scientist,https://hh.ru/vacancy/50938348?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1719,Senior Backend Developer (Python/Django),https://hh.ru/vacancy/50944078?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1720,Data Analyst/ Аналитик/AWS-разработчик,https://hh.ru/vacancy/50814475?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,200000.0,300000.0,руб.,hh.ru
1721,"Системный аналитик (Hadoop, ETL, Big Data и тд.)",https://hh.ru/vacancy/49352886?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1722,Data Engineer,https://hh.ru/vacancy/50742806?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1723,DSP engineer,https://hh.ru/vacancy/51101232?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1724,Full-Stack разработчик (технический департамент),https://hh.ru/vacancy/51106464?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1725,ML/DL engineer,https://hh.ru/vacancy/50739243?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1726,Специалист по автоматизированному тестированию ОС Аврора,https://hh.ru/vacancy/46429378?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1727,Разработчик ML (Big data),https://hh.ru/vacancy/50012788?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1728,С++ разработчик (проект Поиск),https://hh.ru/vacancy/50861585?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1729,"Инженер по автоматизации тестирования Python, Логистика/Претензионная работа",https://hh.ru/vacancy/50079366?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1730,Senior QA Automation Test (MTS AI),https://hh.ru/vacancy/48180588?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1731,Программист С++,https://hh.ru/vacancy/46455089?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1732,Middle/Senior Data Scientist в команду Data Science Блока «Сеть продаж»,https://hh.ru/vacancy/49004116?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1733,Senior data engineer,https://hh.ru/vacancy/50875574?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1734,Full-stack developer (Python / Django / Vue),https://hh.ru/vacancy/50404169?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1735,Нейросети - разработчик,https://hh.ru/vacancy/50911154?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,200000.0,300000.0,руб.,hh.ru
1736,Full – Stack Developer (Python/Django + VueJS),https://hh.ru/vacancy/51003199?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1737,Продуктовый аналитик (Почта),https://hh.ru/vacancy/47111010?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1738,Программист С++,https://hh.ru/vacancy/47647365?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1739,"Разработчик Go, Платформа Чат-ботов",https://hh.ru/vacancy/49107068?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1740,Data Scientist,https://hh.ru/vacancy/49046705?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1741,Старший инженер по нагрузочному тестированию,https://hh.ru/vacancy/48275002?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1742,AI and Machine Learning Engineer (OOMA company),https://hh.ru/vacancy/51098394?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1743,QA Manual Engineer,https://hh.ru/vacancy/50642853?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1744,ML разработчик в Дзен,https://hh.ru/vacancy/50989380?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1745,Senior Data engineer,https://hh.ru/vacancy/50224657?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1746,Data Quality Engineer,https://hh.ru/vacancy/48764095?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1747,C++ Developer (Mystery Manor),https://hh.ru/vacancy/48805662?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1748,Data аналитик,https://hh.ru/vacancy/50755339?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1749,Senior Data Engineer,https://hh.ru/vacancy/49499365?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1750,Системный аналитик в отдел Data Engineering,https://hh.ru/vacancy/50865592?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1751,Data Scientist,https://hh.ru/vacancy/50769892?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1752,Data scientist,https://hh.ru/vacancy/48816726?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1753,Программист,https://hh.ru/vacancy/50880621?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1754,Data Scientist (производственные проекты),https://hh.ru/vacancy/50170156?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1755,Senior data scientist,https://hh.ru/vacancy/50875599?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1756,Senior Python Developer (Backend),https://hh.ru/vacancy/40289680?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1757,Senior Python Web Developer (Django/Flask),https://hh.ru/vacancy/51007884?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1758,Инженер по тестированию backend (офис или удалённо),https://hh.ru/vacancy/50081836?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,120000.0,,руб.,hh.ru
1759,Senior Data Scientist (Big Data),https://hh.ru/vacancy/50358003?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1760,Senior Data Scientist в NLP лабораторию,https://hh.ru/vacancy/50886289?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1761,Senior system developer (C++/Python),https://hh.ru/vacancy/50885900?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1762,Data Engineer (цифровой двойник),https://hh.ru/vacancy/50880226?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1763,"Senior Software Developer (OCR, С++, ML)",https://hh.ru/vacancy/51182327?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1764,Data Engineer (ETL),https://hh.ru/vacancy/50718359?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1765,Разработчик C++/ (Linux),https://hh.ru/vacancy/50856110?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1766,"Python Tech Lead (Back-End, API, Quantum IDE)",https://hh.ru/vacancy/50747518?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,170000.0,,руб.,hh.ru
1767,RPA developer / разработчик в Electroneek,https://hh.ru/vacancy/50755995?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,100000.0,300000.0,руб.,hh.ru
1768,Senior Data Scientist в Лабораторию речевых технологий,https://hh.ru/vacancy/48531083?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1769,Team Lead Data Scientist,https://hh.ru/vacancy/51011749?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1770,Backend Developer,https://hh.ru/vacancy/50754428?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,180000.0,,руб.,hh.ru
1771,Data Engineer (marketing),https://hh.ru/vacancy/50862091?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1772,Разработчик Spark/Hadoop (витрины и сервисы озера данных),https://hh.ru/vacancy/49317892?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1773,Lead Python Developer (Remote/Moscow),https://hh.ru/vacancy/48139985?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1774,Data Scientist в команду CVM AI,https://hh.ru/vacancy/50760976?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1775,ML Developer,https://hh.ru/vacancy/50792208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1776,Data-инженер,https://hh.ru/vacancy/50763674?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1777,"Team Lead Data Scientist (RecSys, NLP, CV)",https://hh.ru/vacancy/50912955?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1778,Senior разработчик back-end / Python Developer,https://hh.ru/vacancy/47768520?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1779,Аналитика данных/Data Scientist,https://hh.ru/vacancy/50812532?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1780,Automation QA Engineer (WEB-application),https://hh.ru/vacancy/50783617?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,1200.0,,USD,hh.ru
1781,Программист / Ведущий программист Data Science (computer vision),https://hh.ru/vacancy/42366566?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1782,Lead data scientist (Антифрод),https://hh.ru/vacancy/50728341?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1783,AI and Machine Learning Engineer,https://hh.ru/vacancy/50854681?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1784,Программист для Blockchain,https://hh.ru/vacancy/50730444?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,60000.0,80000.0,руб.,hh.ru
1785,Программист БД (ОРИС),https://hh.ru/vacancy/50465450?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,150000.0,,руб.,hh.ru
1786,Руководитель команды бэкенд разработки (Python),https://hh.ru/vacancy/49164656?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1787,Middle / Senior Python,https://hh.ru/vacancy/48795928?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1788,Middle DevOps specialist,https://hh.ru/vacancy/50997744?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1789,Разработчик баз данных и ETL процессов,https://hh.ru/vacancy/50769869?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1790,Senior Data Engineer в команду Data Science Блока «Сеть Продаж»,https://hh.ru/vacancy/49159398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1791,Junior Antifraud analyst,https://hh.ru/vacancy/50538016?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1792,Аналитик данных / Data analyst,https://hh.ru/vacancy/50112926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1793,BI-разработчик,https://hh.ru/vacancy/50762018?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1794,Разработчик DWH\ETL,https://hh.ru/vacancy/50330580?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1795,Разработчик баз данных и ETL процессов,https://hh.ru/vacancy/50766617?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1796,Data scientist (департамент рисков),https://hh.ru/vacancy/50772815?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1797,DevOps Junior Engineer,https://hh.ru/vacancy/49354600?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1798,Senior data engineer,https://hh.ru/vacancy/50939051?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1799,Data Analyst / Аналитик данных,https://hh.ru/vacancy/50043136?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1800,Data Scientist (Senior),https://hh.ru/vacancy/48355108?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1801,"Middle Backend Developer (Python, Django, Flask) (удаленно)",https://hh.ru/vacancy/50766596?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1802,AI Frameworks Engineer oneDAL,https://hh.ru/vacancy/50112927?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1803,Machine Learning Team Lead (Java/Python),https://hh.ru/vacancy/44908548?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1804,Разработчик в группу инструментов нагрузочного тестирования,https://hh.ru/vacancy/46817356?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1805,Инженер по автоматизации тестирования,https://hh.ru/vacancy/50731078?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1806,Senior backend developer,https://hh.ru/vacancy/50757488?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,150000.0,200000.0,руб.,hh.ru
1807,Senior Data Engineer,https://hh.ru/vacancy/50728049?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1808,Python разработчик junior,https://hh.ru/vacancy/50654757?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,30000.0,60000.0,руб.,hh.ru
1809,Разработчик Python (Junior),https://hh.ru/vacancy/51433854?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,60000.0,100000.0,руб.,hh.ru
1810,Стажер-разработчик бэкенда (Python),https://hh.ru/vacancy/51635582?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1811,Junior Backend Developer (Python),https://hh.ru/vacancy/47348712?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1812,Junior data scientist,https://hh.ru/vacancy/50930766?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,,,,hh.ru
1813,Junior аналитик данных,https://hh.ru/vacancy/50755681?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,70000.0,70000.0,руб.,hh.ru
